测试时间/Sec,电流/A,容量/Ah,SOC|DOD/%,电压/V,Unnamed: 5,测试时间/Sec.1,电流/A.1,容量/Ah.1,SOC|DOD/%.1,电压/V.1
0,4.348649,0.0,0.0,3.469122,,3363.0,-4.348338,0.0,0.0,3.965417513957809
6,4.348649,0.007248,0.2602,3.469122,,3369.0,-4.348338,0.007247,0.2744,4.059297280362139
7,4.348649,0.008456,0.3035,3.469122,,3370.0,-4.348338,0.008455,0.3202,4.005372982377303
8,4.348958,0.009664,0.3469,3.469122,,3371.0,-4.348338,0.009663,0.3659,4.073254773950102
9,4.348958,0.010872,0.3903,3.469122,,3372.0,-4.348338,0.010871,0.4117,4.057322737945877
10,4.348958,0.01208,0.4336,3.469122,,3373.0,-4.348338,0.012079,0.4574,4.000370876596336
11,4.348958,0.013288,0.477,3.482763,,3374.0,-4.348338,0.013287,0.5032,4.011356814938353
12,4.348958,0.014496,0.5204,3.482763,,3375.0,-4.348338,0.014494,0.5489,3.987182940729711
13,4.348958,0.015704,0.5637,3.495474,,3376.0,-4.348338,0.015702,0.5946,4.022234870780772
14,4.348958,0.016912,0.6071,3.495474,,3377.0,-4.348649,0.01691,0.6404,4.084855101491197
15,4.348649,0.01812,0.6505,3.506324,,3378.0,-4.348649,0.018118,0.6861,4.089338132147294
16,4.348649,0.019328,0.6938,3.506324,,3379.0,-4.348649,0.019326,0.7319,3.979151716618945
17,4.348649,0.020536,0.7372,3.516865,,3380.0,-4.348958,0.020534,0.7776,4.0397433800696
18,4.348649,0.021744,0.7806,3.516865,,3381.0,-4.348958,0.021742,0.8234,3.9675833871571906
19,4.348649,0.022952,0.8239,3.516865,,3382.0,-4.348649,0.02295,0.8691,4.0722038097722155
20,4.348958,0.02416,0.8673,3.526476,,3383.0,-4.348649,0.024158,0.9149,4.039455743304019
21,4.348958,0.025368,0.9107,3.526476,,3384.0,-4.348958,0.025366,0.9606,4.0872187782713665
22,4.348958,0.026576,0.954,3.534846,,3385.0,-4.348958,0.026574,1.0063,3.970343498191654
23,4.348958,0.027784,0.9974,3.534846,,3386.0,-4.348338,0.027782,1.0521,4.092985671258187
24,4.348958,0.028992,1.0408,3.544457,,3387.0,-4.348338,0.02899,1.0978,4.031966884435165
25,4.348958,0.0302,1.0841,3.544457,,3388.0,-4.348958,0.030198,1.1436,4.030834043068249
26,4.348958,0.031408,1.1275,3.544457,,3389.0,-4.348958,0.031406,1.1893,3.9314427446301092
27,4.348958,0.032616,1.1709,3.551587,,3390.0,-4.348958,0.032614,1.2351,3.9465147213330094
28,4.348958,0.033824,1.2142,3.551587,,3391.0,-4.348338,0.033822,1.2808,3.8093770242204132
29,4.348958,0.035032,1.2576,3.559958,,3392.0,-4.348338,0.03503,1.3266,3.9327742219225383
30,4.348958,0.03624,1.301,3.559958,,3393.0,-4.348338,0.036238,1.3723,3.9437115748092286
31,4.348958,0.037448,1.3443,3.565538,,3394.0,-4.348338,0.037446,1.418,3.9719194536903526
32,4.348958,0.038656,1.3877,3.565538,,3395.0,-4.348338,0.038654,1.4638,3.942403540780088
33,4.348958,0.039864,1.4311,3.572359,,3396.0,-4.348338,0.039861,1.5095,3.8818691449465605
34,4.348958,0.041072,1.4744,3.572359,,3397.0,-4.348338,0.041069,1.5553,3.9436402331212204
35,4.348958,0.042281,1.5178,3.572359,,3398.0,-4.348338,0.042277,1.601,4.052618019248122
36,4.348958,0.043489,1.5612,3.578249,,3399.0,-4.348338,0.043485,1.6467,3.9383092254095016
37,4.348958,0.044697,1.6045,3.578249,,3400.0,-4.348338,0.044693,1.6925,3.9225669628963553
38,4.348958,0.045905,1.6479,3.58569,,3401.0,-4.348338,0.045901,1.7382,3.951538643781179
39,4.348958,0.047113,1.6913,3.58569,,3402.0,-4.348338,0.047109,1.784,4.00263436662653
40,4.348958,0.048321,1.7346,3.59003,,3403.0,-4.348338,0.048317,1.8297,3.9985509978387808
41,4.348958,0.049529,1.778,3.59003,,3404.0,-4.348338,0.049524,1.8754,3.9829644260895503
42,4.348958,0.050737,1.8214,3.59499,,3405.0,-4.348338,0.050732,1.9212,3.9457416062868464
43,4.348958,0.051945,1.8647,3.59499,,3406.0,-4.348338,0.05194,1.9669,3.951223628359087
44,4.348958,0.053153,1.9081,3.59499,,3407.0,-4.348338,0.053148,2.0127,3.9154340706018287
45,4.348338,0.054361,1.9515,3.59747,,3408.0,-4.348338,0.054356,2.0584,3.9834860283265234
46,4.348338,0.055569,1.9948,3.59747,,3409.0,-4.348958,0.055564,2.1042,3.9435799678986143
47,4.348958,0.056777,2.0382,3.602121,,3410.0,-4.348958,0.056772,2.1499,4.010249542934391
48,4.348958,0.057985,2.0816,3.602121,,3411.0,-4.348958,0.05798,2.1957,3.9778641245425
49,4.348958,0.059193,2.1249,3.606771,,3412.0,-4.348958,0.059188,2.2414,3.945190425765282
50,4.348958,0.060401,2.1683,3.606771,,3413.0,-4.348958,0.060396,2.2871,4.075635055323108
51,4.348958,0.061609,2.2117,3.610801,,3414.0,-4.348649,0.061604,2.3329,3.972174606399621
52,4.348958,0.062817,2.255,3.610801,,3415.0,-4.348649,0.062812,2.3786,4.0129982679018426
53,4.348958,0.064025,2.2984,3.610801,,3416.0,-4.348338,0.06402,2.4244,3.9613767793770807
54,4.348958,0.065233,2.3418,3.613591,,3417.0,-4.348338,0.065228,2.4701,3.8828714539978972
55,4.348958,0.066441,2.3851,3.613591,,3418.0,-4.348649,0.066436,2.5159,3.924522564170875
56,4.348958,0.067649,2.4285,3.616381,,3419.0,-4.348649,0.067644,2.5616,3.9357562231701566
57,4.348958,0.068857,2.4719,3.616381,,3420.0,-4.348338,0.068852,2.6073,3.9448128862163565
58,4.348958,0.070065,2.5152,3.618242,,3421.0,-4.348338,0.070059,2.6531,3.8866486351980343
59,4.348958,0.071273,2.5586,3.618242,,3422.0,-4.348338,0.071267,2.6988,4.011739047887228
60,4.348958,0.072481,2.602,3.620722,,3423.0,-4.348649,0.072475,2.7446,4.003001664718563
61,4.348958,0.073689,2.6453,3.620722,,3424.0,-4.348649,0.073683,2.7903,3.974786165071095
62,4.348958,0.074897,2.6887,3.620722,,3425.0,-4.348338,0.074891,2.8361,3.948446177784051
63,4.348338,0.076105,2.7321,3.622582,,3426.0,-4.348338,0.076099,2.8818,3.9049693529119467
64,4.348338,0.077313,2.7754,3.622582,,3427.0,-4.348649,0.077307,2.9275,3.93523430049651
65,4.348338,0.078521,2.8188,3.625682,,3428.0,-4.348649,0.078515,2.9733,3.9669498815707156
66,4.348338,0.079729,2.8621,3.625682,,3429.0,-4.348649,0.079723,3.019,3.9367940065564007
67,4.348338,0.080937,2.9055,3.627232,,3430.0,-4.348649,0.080931,3.0648,3.9555104817516957
68,4.348338,0.082145,2.9489,3.627232,,3431.0,-4.348649,0.082139,3.1105,3.9596675994702375
69,4.348338,0.083352,2.9922,3.627232,,3432.0,-4.348958,0.083347,3.1563,3.922331920460756
70,4.348958,0.08456,3.0356,3.630332,,3433.0,-4.348958,0.084555,3.202,3.9171650196007746
71,4.348958,0.085769,3.0789,3.630332,,3434.0,-4.348649,0.085763,3.2478,3.8692114898460677
72,4.348958,0.086977,3.1223,3.630952,,3435.0,-4.348649,0.086971,3.2935,3.9205142703758913
73,4.348958,0.088185,3.1657,3.630952,,3436.0,-4.348649,0.088179,3.3393,3.8587541968841292
74,4.348958,0.089393,3.209,3.632503,,3437.0,-4.348649,0.089387,3.385,3.9045991654534995
75,4.348958,0.090601,3.2524,3.632503,,3438.0,-4.348649,0.090595,3.4307,3.968426853893601
76,4.348338,0.091809,3.2958,3.632503,,3439.0,-4.348649,0.091803,3.4765,3.964093556164693
77,4.348338,0.093016,3.3391,3.634053,,3440.0,-4.348649,0.093011,3.5222,3.9170785825967935
78,4.348338,0.094224,3.3825,3.634053,,3441.0,-4.348649,0.094218,3.568,3.9523357814581246
79,4.348338,0.095432,3.4259,3.636533,,3442.0,-4.348649,0.095426,3.6137,3.9141147256312334
80,4.348338,0.09664,3.4692,3.636533,,3443.0,-4.348958,0.096634,3.6595,3.898228992990057
81,4.348958,0.097848,3.5126,3.636843,,3444.0,-4.348958,0.097843,3.7052,3.9760221603908095
82,4.348958,0.099056,3.556,3.636843,,3445.0,-4.348958,0.099051,3.751,3.925578163361428
83,4.348958,0.100264,3.5993,3.637773,,3446.0,-4.348958,0.100259,3.7967,3.987961812671794
84,4.348958,0.101472,3.6427,3.637773,,3447.0,-4.348958,0.101467,3.8425,3.9820006536612644
85,4.348958,0.10268,3.6861,3.637773,,3448.0,-4.348958,0.102675,3.8882,3.957946319072895
86,4.348338,0.103888,3.7294,3.639633,,3449.0,-4.348958,0.103883,3.934,3.9007518352397272
87,4.348338,0.105096,3.7728,3.639633,,3450.0,-4.348958,0.105091,3.9797,3.9169823555938352
88,4.348338,0.106304,3.8161,3.640873,,3451.0,-4.348958,0.106299,4.0254,3.8860019675467288
89,4.348338,0.107512,3.8595,3.640873,,3452.0,-4.348649,0.107507,4.0712,3.9693641068229075
90,4.348338,0.10872,3.9029,3.641493,,3453.0,-4.348649,0.108715,4.1169,3.912576844467578
91,4.348338,0.109928,3.9462,3.641493,,3454.0,-4.348649,0.109923,4.1627,4.018484665530314
92,4.348338,0.111135,3.9896,3.642113,,3455.0,-4.349268,0.111131,4.2084,3.8773174108416137
93,4.348338,0.112343,4.0329,3.642113,,3456.0,-4.349268,0.112339,4.2542,3.985930258548478
94,4.348338,0.113551,4.0763,3.642113,,3457.0,-4.348958,0.113547,4.2999,3.9061395204762746
95,4.348649,0.114759,4.1197,3.643973,,3458.0,-4.348958,0.114755,4.3457,3.944059393724501
96,4.348649,0.115967,4.163,3.643973,,3459.0,-4.348958,0.115963,4.3914,3.9798078228946685
97,4.348649,0.117175,4.2064,3.645833,,3460.0,-4.348958,0.117171,4.4372,3.969659097622708
98,4.348649,0.118383,4.2498,3.645833,,3461.0,-4.348958,0.118379,4.4829,3.9221632825376718
99,4.348338,0.119591,4.2931,3.645833,,3462.0,-4.348958,0.119587,4.5287,3.9722093047081715
100,4.348338,0.120799,4.3365,3.645833,,3463.0,-4.348958,0.120795,4.5744,3.9588555187362426
101,4.348338,0.122007,4.3798,3.645833,,3464.0,-4.348649,0.122003,4.6202,3.9838531580505943
102,4.348338,0.123214,4.4232,3.646143,,3465.0,-4.348649,0.123211,4.6659,4.023464442341295
103,4.348338,0.124422,4.4666,3.646143,,3466.0,-4.348649,0.124419,4.7116,3.9649954892867405
104,4.348649,0.12563,4.5099,3.647074,,3467.0,-4.348649,0.125627,4.7574,3.9433668897118213
105,4.348649,0.126838,4.5533,3.647074,,3468.0,-4.348649,0.126835,4.8031,3.9740974403228058
106,4.348649,0.128046,4.5966,3.647383,,3469.0,-4.348649,0.128043,4.8489,3.934543351333507
107,4.348649,0.129254,4.64,3.647383,,3470.0,-4.348338,0.129251,4.8946,3.9574905833195895
108,4.348649,0.130462,4.6834,3.648623,,3471.0,-4.348338,0.130459,4.9404,3.9332747071921887
109,4.348649,0.13167,4.7267,3.648623,,3472.0,-4.348338,0.131667,4.9861,3.9669986255948166
