测试时间/Sec,电流/A,容量/Ah,SOC|DOD/%,电压/V,Unnamed: 5,测试时间/Sec.1,电流/A.1,容量/Ah.1,SOC|DOD/%.1,电压/V.1
0.0,5.79427,0.0,0.0,3.388207,,3020,-1.44903,0.0,0.0,4.135501376391396
1.0,5.80357,0.00156,0.0552,3.406498,,3021,-1.45089,0.00042,0.0154,4.128945041619373
2.0,5.80171,0.00327,0.1156,3.424479,,3022,-1.45089,0.00086,0.0314,4.127971812426755
3.0,5.80357,0.00496,0.1754,3.43936,,3023,-1.45275,0.00129,0.0468,4.119072920407311
4.0,5.80729,0.0069,0.2438,3.453311,,3024,-1.45461,0.00166,0.0604,4.106214834110889
5.0,5.80171,0.00853,0.3013,3.465092,,3025,-1.45089,0.00209,0.0759,4.120861787731382
6.0,5.80357,0.01003,0.3543,3.475322,,3026,-1.45461,0.00252,0.0915,4.128318310718641
7.0,5.80171,0.01173,0.4147,3.485863,,3027,-1.45275,0.00294,0.107,4.108513960786114
8.0,5.80171,0.01344,0.475,3.495784,,3028,-1.45461,0.00337,0.1225,4.112327308485557
9.0,5.80915,0.01515,0.5354,3.505084,,3029,-1.45461,0.0038,0.1381,4.116789312596228
10.0,5.80543,0.01686,0.5958,3.514075,,3030,-1.45275,0.00423,0.1536,4.122423279536351
12.0,5.80915,0.01857,0.6562,3.522445,,3031,-1.45089,0.00465,0.1692,4.1020472691195895
13.0,5.80171,0.02026,0.716,3.530816,,3032,-1.45275,0.00508,0.1847,4.101419330475184
14.0,5.80171,0.02176,0.7689,3.537946,,3033,-1.45275,0.00551,0.2002,4.117506494953442
15.0,5.80171,0.02347,0.8293,3.545697,,3034,-1.45275,0.00594,0.2158,4.1208763462434534
16.0,5.80729,0.02518,0.8897,3.553447,,3036,-1.44903,0.00636,0.2313,4.082782242526934
17.0,5.80357,0.02689,0.9501,3.560268,,3037,-1.45089,0.00679,0.2468,4.102536427505909
18.0,5.80171,0.02859,1.0104,3.567088,,3038,-1.45275,0.00723,0.2628,4.091171436006421
19.0,5.80357,0.0303,1.0708,3.573909,,3039,-1.45089,0.00765,0.2779,4.100378305316862
