测试时间/Sec,电流/A,容量/Ah,SOC|DOD/%,电压/V,Unnamed: 5,测试时间/Sec.1,电流/A.1,容量/Ah.1,SOC|DOD/%.1,电压/V.1
0.0,5.79799,0.0,0.0,3.586309,,2939,-2.89807,0.0,0.0,4.091735070477601
1.0,5.79613,0.00158,0.0574,3.59871,,2940,-2.89435,0.00091,0.0336,4.063920989128373
2.0,5.79799,0.00329,0.1195,3.606771,,2941,-2.89249,0.00166,0.0613,4.06429386263732
3.0,5.79799,0.00499,0.1816,3.613901,,2942,-2.89435,0.00251,0.0927,4.067325250734086
4.0,5.79985,0.0067,0.2438,3.621032,,2943,-2.89435,0.00336,0.1243,4.069568538346157
5.0,5.79799,0.00841,0.3059,3.628162,,2944,-2.89621,0.00424,0.1567,4.067580028621858
6.0,5.79613,0.01011,0.368,3.635293,,2945,-2.89249,0.00509,0.1882,4.046315905378195
7.0,5.79799,0.01182,0.4301,3.642113,,2946,-2.89435,0.00594,0.2197,4.0706165128391945
8.0,5.79613,0.01353,0.4922,3.647383,,2947,-2.89435,0.00679,0.2512,4.047837471209014
9.0,5.79985,0.01524,0.5543,3.652344,,2948,-2.89435,0.00765,0.2827,4.038257817765978
11.0,5.79613,0.01694,0.6164,3.658854,,2949,-2.89807,0.0085,0.3142,4.039852736937166
12.0,5.79799,0.01865,0.6786,3.665055,,2950,-2.89435,0.00935,0.3457,4.05006306641511
13.0,5.79613,0.02036,0.7407,3.671255,,2951,-2.89435,0.0102,0.3772,4.036874883126518
14.0,5.79799,0.02206,0.8028,3.675905,,2952,-2.89435,0.01105,0.4088,4.03201804920635
15.0,5.79985,0.02376,0.8643,3.681176,,2953,-2.89621,0.01191,0.4403,4.030030368265206
16.0,5.79799,0.02525,0.9188,3.686136,,2954,-2.89435,0.01276,0.4718,4.056719362077664
17.0,5.79799,0.02693,0.9797,3.691096,,2955,-2.89435,0.01361,0.5033,4.024520669297081
18.0,5.79613,0.02868,1.0436,3.695127,,2957,-2.89435,0.01446,0.5345,4.040143094107545
19.0,5.79799,0.03039,1.1057,3.699467,,2958,-2.89435,0.0152,0.5621,4.054988630553075
20.0,5.79613,0.0321,1.1679,3.702567,,2959,-2.89621,0.01606,0.5937,4.021786591995805
21.0,5.79985,0.03379,1.2294,3.707217,,2960,-2.89621,0.01691,0.6252,4.013286257451618
22.0,5.79613,0.03529,1.2839,3.710317,,2961,-2.89249,0.01776,0.6567,4.027360986030366
23.0,5.79799,0.03699,1.346,3.713728,,2962,-2.89249,0.01861,0.6882,4.0474738035812265
24.0,5.79799,0.0387,1.4081,3.716518,,2963,-2.89435,0.01947,0.7197,4.020822792154979
25.0,5.79799,0.04038,1.469,3.719618,,2964,-2.89435,0.02031,0.7509,4.0430021089831705
26.0,5.79799,0.04203,1.5294,3.722098,,2965,-2.89249,0.02115,0.7819,4.025845833518838
27.0,5.79985,0.04374,1.5915,3.724888,,2966,-2.89435,0.022,0.8134,4.010868827953072
28.0,5.79985,0.04545,1.6536,3.726748,,2967,-2.89249,0.02285,0.8449,4.0460279549048295
29.0,5.79799,0.04698,1.7093,3.728919,,2968,-2.89621,0.0237,0.8764,4.027806132099814
30.0,5.79799,0.04869,1.7714,3.730159,,2969,-2.89621,0.02455,0.9079,4.007752368789972
31.0,5.79985,0.05039,1.8335,3.732019,,2970,-2.89621,0.02541,0.9394,4.027933450685226
32.0,5.79985,0.0521,1.8956,3.732329,,2971,-2.89435,0.02626,0.9709,4.039309184687991
33.0,5.79799,0.05381,1.9577,3.734189,,2972,-2.89435,0.02714,1.0036,4.03699296168038
35.0,5.79613,0.05551,2.0199,3.734809,,2973,-2.89621,0.02789,1.0313,4.059700415371039
36.0,5.79799,0.05722,2.082,3.736979,,2974,-2.89435,0.02874,1.0628,4.01547590230195
37.0,5.79799,0.05907,2.1494,3.738219,,2975,-2.89063,0.0296,1.0943,4.003447157059709
38.0,5.79985,0.06067,2.2074,3.739769,,2976,-2.89249,0.03045,1.1258,4.0132388572144055
39.0,5.79799,0.06238,2.2695,3.737599,,2978,-2.89249,0.0313,1.1573,4.019225025524229
40.0,5.79799,0.0641,2.3322,3.739459,,2979,-2.89435,0.03215,1.1888,4.027281241137745
41.0,5.79985,0.06579,2.3937,3.741009,,2980,-2.89249,0.033,1.2204,4.024963965542503
42.0,5.79799,0.0673,2.4488,3.74194,,2981,-2.89435,0.03386,1.2519,4.018661841763929
43.0,5.79985,0.06901,2.5109,3.74318,,2982,-2.89435,0.03471,1.2834,4.024637790268788
44.0,5.79799,0.07072,2.573,3.74442,,2983,-2.89249,0.03556,1.3149,4.015095921666449
45.0,5.79799,0.07243,2.6351,3.74628,,2984,-2.89249,0.03641,1.3464,4.020641268740795
46.0,5.79799,0.07413,2.6973,3.74752,,2985,-2.89249,0.03726,1.3776,4.004417912042624
47.0,5.79799,0.07584,2.7594,3.74845,,2986,-2.89435,0.03802,1.4059,4.012388121760834
48.0,5.79799,0.07755,2.8215,3.74938,,2987,-2.89621,0.03887,1.4374,4.005016716520495
49.0,5.79799,0.07925,2.8836,3.75031,,2988,-2.89621,0.03973,1.4689,4.014977326160308
50.0,5.79799,0.08096,2.9457,3.75155,,2989,-2.89249,0.04058,1.5004,4.010542840774772
51.0,5.79799,0.08267,3.0078,3.75186,,2990,-2.89435,0.04143,1.5319,4.023759186853641
53.0,5.79799,0.0847,3.0817,3.75341,,2991,-2.89435,0.04228,1.5635,4.007469894931999
54.0,5.79799,0.08628,3.1391,3.75434,,2992,-2.89621,0.04314,1.595,4.008364171336963
55.0,5.79799,0.088,3.2018,3.75496,,2993,-2.89621,0.04399,1.6265,4.008355200021613
56.0,5.79613,0.08971,3.2639,3.75558,,2994,-2.89621,0.04484,1.658,4.006412841062237
57.0,5.79613,0.0914,3.3254,3.75589,,2995,-2.89249,0.04569,1.6895,3.998993513264914
58.0,5.79799,0.0931,3.3875,3.75651,,2997,-2.89249,0.04655,1.721,4.003960724000073
59.0,5.79799,0.09481,3.4497,3.757441,,2998,-2.89435,0.0474,1.7525,4.010843204649034
60.0,5.79799,0.09652,3.5118,3.757751,,2999,-2.89621,0.04825,1.7841,4.014773240685605
61.0,5.79799,0.09823,3.5739,3.758681,,3000,-2.89435,0.0491,1.8156,4.006152153685805
62.0,5.79985,0.09993,3.636,3.758681,,3001,-2.89435,0.04996,1.8471,3.993206629081403
63.0,5.79799,0.1015,3.6929,3.759301,,3002,-2.89435,0.05083,1.8795,3.9980250267141133
64.0,5.79799,0.10315,3.7532,3.759611,,3003,-2.89435,0.05166,1.9101,3.9884869617843286
65.0,5.79799,0.10486,3.8153,3.760231,,3004,-2.89249,0.05248,1.9404,3.984040392484942
66.0,5.79613,0.10657,3.8774,3.761161,,3005,-2.89435,0.05323,1.9681,3.9985153419453985
67.0,5.79799,0.10828,3.9395,3.761471,,3006,-2.89435,0.05408,1.9996,3.9845223022615532
68.0,5.79613,0.10998,4.0017,3.761781,,3007,-2.89621,0.05493,2.0311,3.997067768562517
69.0,5.79799,0.11169,4.0638,3.762711,,3008,-2.89435,0.05578,2.0626,3.998553729047983
70.0,5.79985,0.1134,4.1259,3.763021,,3009,-2.89621,0.05664,2.0942,3.995434425803089
72.0,5.79799,0.1151,4.188,3.763331,,3010,-2.89435,0.05749,2.1257,3.9892718908208544
73.0,5.79613,0.11681,4.2501,3.763951,,3011,-2.89249,0.05842,2.1602,3.9956620928328515
74.0,5.79799,0.11852,4.3122,3.764881,,3012,-2.89435,0.05924,2.1905,3.9887947923051423
75.0,5.79985,0.12023,4.3743,3.765191,,3013,-2.89435,0.05999,2.2181,4.008788848643069
76.0,5.79799,0.12193,4.4364,3.765191,,3014,-2.89435,0.06084,2.2496,4.005065248025889
77.0,5.79799,0.12364,4.4986,3.766121,,3015,-2.89249,0.06173,2.2824,4.0147601041573475
78.0,5.79799,0.12535,4.5607,3.766431,,3016,-2.89249,0.06251,2.3115,4.0011518018175405
79.0,5.79799,0.12706,4.6228,3.766741,,3017,-2.89435,0.06337,2.343,3.991449335820608
80.0,5.79799,0.12876,4.6849,3.767361,,3018,-2.89249,0.06421,2.3742,3.981975520528516
81.0,5.79799,0.13047,4.747,3.768291,,3020,-2.89621,0.06506,2.4058,4.000124988963143
82.0,5.79799,0.13218,4.8092,3.768601,,3021,-2.89435,0.06592,2.4373,3.9935682435945816
83.0,5.79799,0.13414,4.8806,3.768911,,3022,-2.89621,0.06677,2.4688,3.9969524089076387
84.0,5.79985,0.13564,4.9351,3.769221,,3023,-2.89621,0.06763,2.5006,4.000091951845694
85.0,5.79613,0.13735,4.9972,3.769531,,3024,-2.89249,0.06845,2.5309,3.985213528359814
86.0,5.79799,0.13905,5.0594,3.770151,,3025,-2.89435,0.0692,2.5586,3.9826204824222664
87.0,5.79985,0.14076,5.1215,3.770771,,3026,-2.89435,0.07005,2.5901,3.98402504603529
88.0,5.79799,0.14227,5.1766,3.771081,,3027,-2.89435,0.0709,2.6216,4.002788193655871
89.0,5.79985,0.14393,5.2369,3.771391,,3028,-2.89621,0.07174,2.6525,3.966825821344839
90.0,5.79799,0.14564,5.299,3.772321,,3029,-2.89435,0.07257,2.6834,3.987562750212144
91.0,5.79799,0.14735,5.3611,3.772631,,3030,-2.89807,0.07343,2.715,4.001838949224121
93.0,5.79799,0.14905,5.4232,3.772941,,3031,-2.89249,0.07428,2.7465,3.98407094797283
94.0,5.79799,0.15076,5.4854,3.773252,,3032,-2.89435,0.07513,2.778,3.995240491695447
95.0,5.79613,0.15229,5.541,3.774182,,3033,-2.89435,0.07598,2.8095,3.982305804004794
96.0,5.79799,0.154,5.6031,3.774182,,3034,-2.89435,0.07682,2.8404,3.9807591523806303
97.0,5.79613,0.15571,5.6653,3.774801,,3035,-2.89435,0.07767,2.8719,3.97552719370379
98.0,5.79985,0.15741,5.7274,3.775112,,3036,-2.89435,0.07844,2.9002,3.9969584160152274
99.0,5.79799,0.15912,5.7895,3.775732,,3037,-2.89249,0.07929,2.9317,4.000732454335831
100.0,5.79799,0.16083,5.8516,3.776352,,3038,-2.89435,0.08014,2.9632,3.9971028452247714
101.0,5.79799,0.16254,5.9137,3.776662,,3039,-2.89249,0.08104,2.9965,3.9976368522178976
102.0,5.79799,0.16424,5.9758,3.776662,,3040,-2.89435,0.08182,3.0253,4.000015325915716
103.0,5.79799,0.16595,6.0379,3.777592,,3041,-2.89249,0.08267,3.0568,3.995186147513774
104.0,5.79799,0.16766,6.1001,3.777592,,3042,-2.89807,0.08353,3.0884,3.985573190283864
105.0,5.79985,0.16927,6.1587,3.778212,,3043,-2.89621,0.08431,3.1175,3.986147801311273
106.0,5.79799,0.17097,6.2208,3.778832,,3045,-2.89435,0.08517,3.149,3.9894504361889167
107.0,5.79799,0.17268,6.2829,3.779452,,3046,-2.89435,0.08602,3.1805,3.9677769778137555
108.0,5.79799,0.17439,6.345,3.780072,,3047,-2.89621,0.08687,3.212,3.992437694142043
109.0,5.79985,0.1761,6.4071,3.777282,,3048,-2.89621,0.08772,3.2435,3.9991051975705996
110.0,5.79799,0.17779,6.4686,3.777592,,3049,-2.89435,0.08857,3.2751,3.967327931169751
111.0,5.79799,0.17929,6.5231,3.777902,,3050,-2.89249,0.08943,3.3066,3.976589998186745
112.0,5.79799,0.18099,6.5853,3.778212,,3051,-2.89621,0.09028,3.3381,3.997883847805607
114.0,5.79799,0.1827,6.6474,3.778212,,3052,-2.89249,0.09113,3.3696,3.9823696727980047
115.0,5.79799,0.18441,6.7095,3.778832,,3053,-2.89621,0.09198,3.4011,4.008167081698052
116.0,5.79799,0.18611,6.7716,3.779452,,3054,-2.89249,0.09284,3.4326,3.985231831525474
117.0,5.79799,0.18782,6.8337,3.777902,,3055,-2.89249,0.09369,3.4641,3.996748002026215
118.0,5.79799,0.18953,6.8958,3.778212,,3056,-2.89249,0.09458,3.4971,3.9889020769300347
119.0,5.79799,0.19124,6.9579,3.778832,,3057,-2.89435,0.09533,3.5248,3.9727000411633355
120.0,5.79985,0.19277,7.0136,3.778522,,3058,-2.89063,0.09618,3.5563,3.984313330197894
121.0,5.79799,0.19447,7.0757,3.780072,,3059,-2.89249,0.09702,3.5872,3.9729619649746413
122.0,5.79799,0.19618,7.1378,3.780072,,3060,-2.89435,0.09787,3.6187,3.9686509162903705
123.0,5.79799,0.19789,7.1999,3.781002,,3061,-2.89435,0.09872,3.6503,3.9712366578787632
124.0,5.79799,0.19959,7.2621,3.782242,,3062,-2.89249,0.09957,3.6817,3.9800994080076055
125.0,5.79799,0.2013,7.3242,3.783172,,3063,-2.89435,0.10043,3.7133,3.9927625078247435
126.0,5.79799,0.20299,7.3857,3.783792,,3065,-2.89435,0.10128,3.7448,3.984426744810857
127.0,5.79613,0.20449,7.4402,3.784102,,3066,-2.89621,0.10213,3.7763,3.983228901067068
128.0,5.79799,0.2062,7.5023,3.785032,,3067,-2.89435,0.10298,3.8078,3.9649043120890783
129.0,5.79613,0.2079,7.5644,3.785652,,3068,-2.89621,0.10383,3.8393,3.9751680170872086
130.0,5.79799,0.20961,7.6265,3.786582,,3069,-2.89435,0.10467,3.8702,3.9789507287943486
131.0,5.79799,0.21132,7.6886,3.786892,,3070,-2.89435,0.10552,3.9014,3.9882250958917598
132.0,5.79799,0.21303,7.7508,3.787822,,3071,-2.89621,0.10626,3.9291,3.985855181727629
133.0,5.79799,0.21473,7.8129,3.788132,,3072,-2.89249,0.10712,3.9606,3.975088877519756
134.0,5.79985,0.21636,7.8721,3.788753,,3073,-2.89249,0.10797,3.9921,3.969823358156899
